Continent,Country,State,City,Name,CenterNumber,long,lat,Address,Zone,ContactPersonName,Mobile_1,Mobile_2,Landline,Email,Email_2
Asia,India,Tamilnadu,Cuddalore,Vriddhachalam Nagar Mvkm Trust,A.NO.336,79.3251583,11.5195875,"10/88, Mariamman Koil Street, Pudupet, ",Viluppuram,A/N.Siva. Viswanathan,9486307046,,-,kailaisivam@gmail.com,
Asia,India,Tamilnadu,Chennai,Poonamallee HPS MVKM Trust,A.NO.338,80.1251558,13.04772,"No.62, New No. 7/4 A, 5th Cross st, Thirumal Nagar, Poonamallee, Chennai - 600056.",Thiruvallur,A/N.D.ELANGO,9840585559,9551155569,044-26492464,poonamallee.hpscentre@vethathiri.ac.in,elango1976@gmail.com
Asia,India,Tamilnadu,Chennai,East Tambaram MVKM Trust,A.NO.339,80.15610728,12.91008158,"C/o.A/N. R.Narayanasamy, Secretary, 3B, 1st Street, Thenugambal Nagar, Madambakkam, Chennai - 600 126.",Kancheepuram,A/N.S.Thiyagarajan,9486107026,9600089825,9042764710,easttambaram339@vethathiri.ac.in,
Asia,India,Tamilnadu,Ranipet,Walajapettai MVKM Trust,A.NO.340,80.2429974,13.1282823,"Sri Shanmuga Saraswathi Illam, No.247 A, Bharathi Street, Belliyappa Nagar, Walajapettai - 632513.",Thiruvannamalai,A/N.S.Suresh Babu,9444089983,9486315526,-,rajisuresh1506@gmail.com,
Asia,India,Tamilnadu,Erode,Perundurai MVKM Trust,A.NO.341,77.6215142,11.293821,"136/8,vethathiri nagar, Kanchikoil Road, Perundurai - 638052.",Erode,Prema ,9488027639,9500576308,-,prema150574@gmail.com,
Asia,India,Tamilnadu,Kallakuruchi,Kallakuruchi MVKM Trust (West),A.NO.342,78.96093597,11.73628246,"17/35, Sivam Koil Street, Kallakuruchi - 606202.",Viluppuram,A/N.S.P.Prabakaran,9443306988,9442747008,-,manjulaprabakaran25@gmail.com,
Asia,India,Tamilnadu,Chennai,Kolathur Teachers Colony MVKM Trust,A.NO.346,80.20998547,13.11603816,"No.72, Bharath Rajiv Gandhi Nagar, Kolathur, Chennai - 600099.",Chennai,A/N. C. Karthikeyan,9444219977,-,044-26512833,kolathurteacherscolonymvkm@gmail.com,
Asia,India,Tamilnadu,Chennai,Chennai Kumaran Nagar MVKM Trust,A.NO.347,80.2316085,13.1178796,"3/99, Annal Gandhi Street, (I Cross Street), Kumaran Nagar, Chennai 600 082.",Chennai,A/N. S. Ravichandran,9841137689,-,-,vedhamchits9811@yahoo.com,
Asia,India,Tamilnadu,Chennai,Padmavathy Nagar Ladies MVKM Trust,A.NO.348,80.1593833,12.9045319,"No.65/3, Ashthalakshmi Apartment, Alamelupuram, 2nd Street, Madambakkam, Chennai - 600 126. ",Kancheepuram,A/N.K.Geetha,9940148905,9962404235,044-22293745,padmavathynagartrust@gmail.com,
Asia,India,Tamilnadu,Chennai,Medavakkam MVKM Trust,A.NO.349,80.1923489,12.9171427,"No.11, 1st Cross Street, Chitty Babu Nagar, Pallikaranai, Chennai - 600 100.",Kancheepuram,A/N.V.Sivalingam,9841117527,9884236568,9600147736,mandrammedavakkamtrust@gmail.com,medavakkammvkmt349@yahoo.in
Asia,India,Tamilnadu,Theni,Theni MVKM Trust,A.NO.350,77.59465488,12.9715987,"Theni Arivuthirukovil, 4th South Street, Penniquick Nagar, Thitta Salai, Theni - 625 531.",Dindigul,PRO.O.Rajendaran,9659960343,9994619434,-,tct.theni10@gmail.com,
Asia,India,Tamilnadu,Dindigul,Batlagundu MVKM Trust,A.NO.351,78.1193823,9.9211936,"Plot nagar 9,10 vethathiri nagar RTO Office near madurai main road,Batlagundu, Dindigul Dt - 624202.",Dindigul,A/N. K. Thangavelu,9842080380,9629621235,-,tct.batlagundu11@gmail.com,
Asia,India,Tamilnadu,Theni,Periyakulam MVKM Trust,A.NO.352,77.5378668,10.1220232,"25/4, Kacheri Road, Near Theradi, Thenkarai, Periyakulam 625 601. Theni Dist.",Dindigul,A/N. S.Chinnusamy,9344317380,9344880968,9952815941,tct.periyakulam14@gmail.com,
Asia,India,Tamilnadu,Chennai,Kottur Garden MVKM Trust,A.NO.353,80.244864,13.0206996,"4/20, 3rd Main Road, Kottur Gardens, Chennai - 600085.",Chennai,A/N.Dr.H.Kothandaraman,9944912020,9381048166,-,punarpoosam@yahoo.in,
Asia,India,Tamilnadu,Erode,Kodumudi MVKM Trust,A.NO.355 (Post only),77.8861655,11.0739022,"Near New Bus Stand, Kodumudi (Post) 638 151, Erode Dist.",Erode,Ambujam,96001 03639,9443787950,7502103678,pambu2759@gmail.com,
Asia,India,Tamilnadu,Salem,Mecheri Amman Nagar MVKM Trust,A.NO.356,77.9424531,11.83266,"No.11/4-25, Petrol Bunk Opp, Mettur Main Road, Kaleepatti Post, Mecheri - 636453. Salem Dt.",Salem,A/N.G.Nallathambi ,9486490800,9976381604,-,sa.a368@vethathiri.ac.in,
Asia,India,Tamilnadu,Namakkal,Sendamangalam Vethaloga Vidhyalaya MVKM Trust,A.NO.357,78.234844,11.2801,"Vethaloga Vidhyalaya Matriculation Higher Secondary School, Sendamangalam - 637409.",Salem,A/N. M.K. Guru,9842770314,9842880314,04286-270314,guruvlvguru@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Somanur Karugampalayam MVKM Trust,A.NO.358,77.19229171,11.06972834,"Litercy Mission School (Near), Ram Nagarm, Karugampalayam, Echeepatti Post, Tiruppur-Dt-641668.",Coimbatore,"A/N.A.Mani Velusamy,",9842223095,9842211675,-,somanurtrust147@gmail.com,vethanathan@gmail.com
Asia,India,Tamilnadu,Chennai,Madhavaram MVKM Trust,A.NO.359,80.0924795,13.1244602,"18, Anna Cross Street, Erukancherry, Chennai 600 118.",Thiruvallur,A/N.S.VIJAYENDRAR,9884128168,9884048919,-,skymadhavaram2020@gmail.com,meyyanar.atmpowercontrols@gmail.com
Asia,India,Tamilnadu,Chennai,Chrompet Radha Nagar MVKM Trust,A.NO.360,80.14520889,12.95432153,"B-1, Vinayagam Apartments, No.7, Elumalai Street, Radha Nagar, Chrompet, Chennai - 600044. ",Kancheepuram,A/N.R.Serma Selvaraj,9884374090,9962206217,-,mvkmtrusta41@gmail.com,skychrompet@yahoo.com
Asia,India,Tamilnadu,Madurai,Kamuthi MVKM Trust,A.NO.361,78.3643119,9.4097291,"4, Chayakara Street, Kamuthi - 623603, Ramanathapuram Dt.",Madurai,A/N.Ramalakshmi,9943648391,-,-,gramalakshmi1979@gmail.com,
Asia,India,Tamilnadu,Madurai,Vadipatti MVKM Trust,A.NO.362,77.9610158,10.0843179,"No.2-1-65, Mettuperumal Nagar, Vadipatti - 625218.",Madurai,A/N.R.Manavalan,9976669158,-,-,thavamani1955@gmail.com,
Asia,India,Tamilnadu,Kanyakumari,Marthandam Mvkm Trust,A.NO.363,77.2218365,8.3075307,"6-77, K.R.Medicals, Main Road, Marthandam - 629 165.",Thirunelveli,A/N.t.T.KRISHNA RAJ,9443277888,,-,marthandammvkm@gmail.com ,krishnaraj.marthandam@gmail.com 
Asia,India,Tamilnadu,Thiruvannamalai,Chengam MVKM Trust,A.NO.364,78.8,12.3,"No.264 A, Rajaveedhi, Chengam - 606701. Thiruvannamalai District",Thiruvannamalai,A/N.A.Krishnamoorthy ,9443885842,-,-,ramasamy2067@gmail.com,
Asia,India,Tamilnadu,Chennai,Chennai Ambal Nagar MVKM Trust ,A.NO.365,80.20152975,13.018172,"7/15, Shanmugaraja Street, Gandhi Nagar, Ekkattuthangal, Guindy, Chennai - 600032.",Chennai,A/N.S.Sukumaran,9444192915,9840123209,9791163969,-,
Asia,India,Tamilnadu,Dharmapuri,Palacode MVKM Trust,A.NO.366,78.1248736,12.0838852,"No.507/655, Main Road, Palacode - 636808. Dharmapauri Dt.",Hosur,A/N.P.Dharuman,9965592320,-,-,sa.a366@vethathiri.ac.in,
Asia,India,Tamilnadu,Virudhunagar,Mamsapuram MVKM Trust,A.NO.367,77.58698132,9.499483434,"6, Chinnasamy Pillai Street, Mamsapuram 626 110, Srivilliputhur T.K., Virudhu Nagar Dt.",Virudhunagar,picharrammal,9486361351,-,-,address_thenujeya@gmail.com,
Asia,India,Tamilnadu,Trichy,Samayapuram MVKM Trust,A.NO.369,78.7405357,10.9229564,"No.15, Marriamman High School Road, Samayapuram Post, Tiruchy Dt - 621 112.",Trichy,"A/N.R.Kalaiselvi ,Rajathi",9865717394,8012714545,-,samayapuram.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Ranipet,Kaveripakkam MVKM Trust,A.NO.370,79.8272506,11.9354653,"No.253, Bharathi Street, Belliappa Nagar, Walajapet (Post), Ranipet Dist 632 513.",Thiruvannamalai,A/N.N.Srinivasan,9443866457,9443866457,-,wcscthukkaraman@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Vandavasi MVKM Trust,A.NO.371,79.28819187,12.6652219,"No.20, Tha.Kishtappa Udaiyar Street, Vandavasi, Thiruvannamalai(DT) - 604408.",Thiruvannamalai,A/N.S.Selvakumar,9360677722,-,-,mvkmtrustvandvasi@gmail.com,
Asia,India,Tamilnadu,Thanjavur,Orathanadu MVKM Trust,A.NO.373,79.2530889,10.6286438,"Jagathambal Complex, 6, Samy Lab, Royar Street, Orathanadu 614 625, Thanjavur Dist ",Kumbakonam,A/N.P.Ramasamy,9842252568,9443585989,-,ambikapathy62@gmail.com,
Asia,India,Tamilnadu,Chennai,Villivakkam Thirunagar MVKM Trust,A.NO.374,80.20232927,13.10001903,"14/55, Thiru Nagar, 8th Street, Villivakkam, Chennai 600 049.",Chennai,A/N.V.Rajalakshmi,9710282069,9094328901,-,lakshmiatchayalingam@gmail.com,
Asia,India,Tamilnadu,Chennai,Tambaram MVKM Trust,A.NO.375,80.106839,12.9247314,"Sri Ramana Vidhayalaya Matriculation School, No.6, Kalyan Nagar Main Road, Mudichur Road, Chennai 600 045.",Kancheepuram,A/N.Gnana Saravanan,9445005569,9940096020,"9940273154, 8438482682",premakumarins97@gmail.com,
Asia,India,Tamilnadu,Chennai,Vyasarpadi MVKM Trust,A.NO.377,80.243695,13.11416396,"Plat 3A, Block 1, KKR Richy Dale, 131, Madhavaram High Road, Perambur, Chennai 600 011.",Chennai,A/N.B.V.Perumal,9940161007,9381053661,-,"ch.a377@vethathiri.ac.in,bvpyvm@gmail.com",
Asia,India,Tamilnadu,Erode,Shree Gurukulam MVKM Trust,A.NO.378,77.4063625,11.4570383,"Moolavaikkal, Karattadipalayam (Post), Gobichettipalayam 638 453, Erode Dist.",Erode,Dr.K.R.Rangaraj,9443186265,-,"04285-240997, 241997, 241697",shreegurukulam@gmail.com,
Asia,India,Tamilnadu,Kallakuruchi,Ulundurpet MVKM Trust,A.NO.379,79.2730576,11.6771859,"No.18, Kandasamipuram East, Ulundurpet 606 107",Viluppuram,A/N.K.Balaganapathi,9865756619,8883666686,-,adhiannamalai12@gmail.com,
Asia,India,Tamilnadu,Thoothukudi,Udankudi MVKM Trust,A.NO.380,78.02600584,8.428118548,"Door No.1A-18B, Puthumanai Puthu Street, Udankudi 628 203.",Virudhunagar,A/N.S.Sathiyamoorthy,9443469201,9942938399,-,eternalsathya@gmail.com,
Asia,India,Tamilnadu,Chennai,Avadi Kasturibai Nagar MVKM Trust,A.NO.381,80.2532139,12.9501128,"No.10, Anbazhakan 2nd Street, Gandhi Nagar, Avadi, Chennai 600 054.",Thiruvallur,A/N.ETHIRAJULU,9445789736,9094360203,9445351957,ejayakumar@rediffmail.com,
Asia,India,Tamilnadu,Chennai,Besant Nagar MVKM Trust,A.NO.382,80.26202918,12.99543225,"Jenith Akash, 80/5, T.M.Maistry Street, Thiruvanmiyur, Chennai 600 041.",Chennai,A/N.V.Pandurangan,9840137876,9940678769,044-65498955,zenithbuilder@gmail.com,
Asia,India,Tamilnadu,Cuddalore,Vadalur MVKM Trust,A.NO.385,78.422916,10.9608336,"9C, Murugan Koil Street, Abathranapuram, Vadalur 607 303. Cuddalore Dist.",Viluppuram,A/N.K.Paramasivam,9841771712,9488023488,-,paramasivam.vmvkm@gmail.com,
Asia,India,Tamilnadu,Chennai,Korattur PPICF MVKM Trust,A.NO.386,80.1810617,13.1156777,"No.2, 42nd Street, Korattur, Chennai 600 080.",Thiruvallur,A/N.GALA RAVICHANDRAN,9444304013,9094226135,9841033575,koratturmvkm@gmail.com,
Asia,India,Tamilnadu,Chennai,Mugapare Paneer Nagar MVKM Trust,A.NO.387,80.18415226,13.08658398,"5, Balu Nagar, Mogappair, Chennai 600 037.",Thiruvallur,A/N.R.RAJAGOPAL,9444418241,9840861519,-,mogappairskytrust2020@gmail.com,gopal132971@gmail.com
Asia,India,Tamilnadu,Cuddalore,Bhuvanagiri MVKM Trust,A.NO.390,79.6530174,11.4459041,"25D-3/NA, Bismi Complex, Bhuvanagiri 608 602, Cuddalore Dist.",Viluppuram,A/N.R.Senguttuvan,9443876925,-,-,bhuvanagirimvkmtrust2011@gmail.com,
Asia,India,Tamilnadu,Karur,Andipatti MVKM Trust,A.NO.391,77.47690272,10.0103658,"vethathiri nagar sri selva vinayar nagar backside,vaigai road, Andipatti Post, Theni Dist. Pin: 625 512",Dindigul,A/N.K.Ravi,9942304555,9865988992,-,tct.aundipatty11@gmail.com,
Asia,India,Tamilnadu,Cuddalore,Panruti MVKM Trust,A.NO.393,79.55402055,11.7692363,"2/48A, 2nd Cross Street, Police Line, Kamaraj Nagar, Panruti 607 106.",Viluppuram,A/N.Sumithra,6380417301,9842549111,,panrutimvkmtrust@gmail.com,
Asia,India,Tamilnadu,Thanjavur,Madukkur MVKM Trust,A.NO.395,79.3203356,10.5461977,"No.89, Vallalar Street, Madukkur 614 903.",Kumbakonam,A/N.S.S.B.Prakasam,9443360321,9944047026,-,madukkurmvkmtrust@gmail.com,
Asia,India,Tamilnadu,Thiruvannamalai,Thanipadi MVKM Trust,A.NO.396,78.8360988,12.1086378,"No.340, Forest Banglow Street, Thanipadi - 606 708. Thiruvannamalai District.",Thiruvannamalai,A/N. A.Ragunath,9585224545,9444100046,9442177289,bharathavidhyalayatpd@gmail.com,
Asia,India,Tamilnadu,Chennai,Hasthinapuram MVKM Trust,A.NO.397,80.1573604,12.9056464,"Plot No.10, Room No.25, Maruthi Nagar, Hasthinapuram, Chennai 600 064.",Kancheepuram,A/N.T.E.Seshathri,9444412408,-,-,hpmtrust@yahoo.in,godakbharathi@gmail.com
Asia,India,Tamilnadu,Erode,Vellode MVKM Trust,A.NO.400,77.7311167,11.3381465,"NO.465, Dharumar Nagar, Valarmathi Thirumana Mandapa Street, V.Vellode Post 638 112, Erode Dist.",Erode,A/N.V.C.Kumaresan,9443563360,-,-,-,
Asia,India,Tamilnadu,Chennai,"Sempakkam MVKM Trust,",A.NO.403,80.16160004,12.93227645,"No.10, Srishti Residency, Bagyam Nagar 4th Street, Sempakkam, Chennai 600 073.",Kancheepuram,A/N. B.Ramamoorthy,9444209735,9840336875,-,sembakkammvkm@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Palayankottai Jawahar Nagar Vethalogaa MVKM Trust,A.NO.406,77.73030777,8.701446076,"A157, N.G.O. ""A"" Colony, Tirunelveli 627 007.",Thirunelveli,A/N.P.Lakshmanan,9994175496,9442151108,9442415798,plaxmanan815@gmail.com,subbuamutha56@gmail.com
Asia,India,Tamilnadu,Namakkal,Vennandur MVKM Trust,A.NO.407,78.0105028,11.1109717,"4/7B, Vettukadu, Vennandur, Namakkal Dist 637 505",Salem,A/N.S.Karthikeyan,9942733319,9488683880,-,vethakarthik@gmail.com,
Asia,India,Tamilnadu,Chennai,Keelakkattalai MVKM Trust,A.NO.409,80.1810029,12.956592,"No.8, Kalaivani Street, Keelakkattalai, Chennai 600 117.",Kancheepuram,A/N.D.Devaki,9003061633,-,-,keelkattalaimvkmtrust@gmail.com,
Asia,India,Tamilnadu,Cuddalore,Manjakuppam MVKM Trust,A.NO.411,79.760077,11.7631811,"No.10-D, Chinnappan Street, Manjakuppam 607 001, Cudalore Dist.",Viluppuram,A/N.Rajalakshmi,9840794591,,9940907899,rbyamunaa@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Sambavarvadakarai MVKM Trust,A.NO.412,77.5535243,9.4465782,"6-10-28, South Agraharam, Sambavarvadakarai Post, Tenkasi T.K. 627 856.",Thirunelveli,A/N.R.Esaki,9442331631,6381638070,9994098792,presakki@gmail.com ,
Asia,India,Tamilnadu,Chengalpattu,Chengalpattu MVKM Trust,A.NO.415,79.984936,12.6593927,"No.15/1, Gandeepan Street, Chengalpet 603 001.",Kancheepuram,A/N.V.Siva,9444433339,9444339530,-,cmvkmt415@gmail.com,
Asia,India,Tamilnadu,Chennai,East Tambaram Thirumazhisai Street MVKM Trust,A.NO.416,80.13068973,12.92968178,"51/25, Muthuramalingar Street, East Tambaram, Chennai 600 059.",Kancheepuram,A/N.N.Hemalatha,9884156518,9940156759,8056137141,iamhemanana@gmail.com,ettsmvkmarakattalai2015@gmail.com
Asia,India,Tamilnadu,Kancheepuram,Kancheepuram Iyyampettai MVKM Trust,A.NO.418,79.73682589,12.81842295,"C/o.A/N.R.Valli, Secretary, No.124, Govindaraju Street, Periyar Nagar, Kancheepuram 631 503.",Kancheepuram,A/N.A.Gangadharan,9952691198,9543406194,9443325933,kanchipuramayyanpettrust@yahoo.in,padmanaban.tg@gmail.com
Asia,India,Tamilnadu,Chennai,Alandur MVKM Trust,A.NO.419,80.2006371,12.9974873,"Old No.40, New No.34, Madhavapuram East Street, Alandur, Chennai - 600 016.",Kancheepuram,A/N.M.Thenmozhi,9094723326,9092906938,-,wcscalandurtrust.419@gmail.com,
Asia,India,Tamilnadu,Nagapattinam,Sirkali MVKM Trust,A.NO.421,79.7346811,11.2380137,"No.14, Thiyagaraja Nagar, Sirkali Post - 609 110. Nagapattinam District.",Kumbakonam,A/N. A. Chellammal,8760214460,8760214460,-,sirkazhimvkmtrust@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Annur MVKM Trust,A.NO.422,77.10514547,11.24978544,"No.133/2-A-5-1, V.O.C. Street, 1st Floor, Angappa Mudaliar Colony, Annur 641 653, Coimbatore Dist.",Coimbatore,A/N.M.Thamarai,9789988949,-,-,annurmvkm14@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Veeriyampalayam MVKM Trust,A.NO.423,77.03084074,11.05636194,"36, Maharaja Nagar, Nehru Nagar West, Kalapatti Post, Coimbatore 641 048.",Coimbatore,A/N.G.Pankajam,8072439350,9842586167,-,vvtrust423@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Nellai Shreenivassa Nagar MVKM Trust,A.NO.424,77.7493104,8.6994513,"A-14/2, Thendran Nagar, Maharaja Nagar Post 527 011, Tirunelveli Dist. ",Thirunelveli,A/N.A.Jagadeesan,9944135485,9486240097,9442061770,shreenivassanagar.mvkm@gmail.com ,
Asia,India,Tamilnadu,Thiruvallur,Ponneri MVKM Trust,A.NO.426 (Post only),80.14331106,13.33508911,"Puthuvoyal Village & Post 601 206, Gumidipundi Taluk, Thiruvallur Dist.",Thiruvallur,A/N.A.Prabhakaran,9443193994,9791685931,"9940421082, 9629896921 ",prabhakaranappavu@gmail.com,venkatesan1706@gmail.com
Asia,India,Tamilnadu,Chennai,T.Nagar Pothys MVKM Trust,A.NO.427,80.2321029,13.0379113,"C/o.A/N.S.Sekar, A.O., No.75, D, Sri Rajalakshmi Flats, 2nd Cross St, New NGGO Colony, (Near E.B.Colony) Adambakkam, Chennai  600 088.",Chennai,A/N.S.Pothyraj,9444165220,8124409986,-,-,
Asia,India,Tamilnadu,Kancheepuram,Naickenpet MVKM Trust,A.NO.428,79.7683262,12.8070632,"No.83, Big Street, Naickenpet, Kancheepuram 631 601.",Kancheepuram,A/N.D.Thanigaiarasu,9843530959,9444879265,-,nayaganpetmvkmt@yahoo.com,arasu.leela@gmail.com
Asia,India,Tamilnadu,Erode,Vallipuram Grama MVKM Trust,A.NO.429,77.80242227,11.12712158,"6/9, Kovil pudur, Va. Kurukkam Palayam, Sivagiri 638 109, Erode Dist.",Erode,savitha ,99435 07921,9442260384,, savithayoga123@gmail.com,
Asia,India,Tamilnadu,Viluppuram,Nallanpillaipetral MVKM Trust,A.NO.430 (Post only),79.487898,11.9539016,"5/45, Bank Street, Nallampillai Petrol Post 604 152, Chenjee T.K., Villupuram Dist.",Viluppuram,A/N.G.Arulalan,9597324953,9500449598,9444848220,pushpam417@gmail.com,
Asia,India,Tamilnadu,Virudhunagar,Sivakasi V.M. MVKM Trust,A.NO.431,77.95,9.583333,"No.953, E/A1-Gnanagiri Road, National Colony, Backside of Suruthi Vidhyodhaya School, Sivakasi 626 189,Virudhu Nagar Dist.",Virudhunagar,A/N.R.Chandramohan,9443125703,9443324173,9994796599,sivakasimvkm@gmail.com,
Asia,India,Tamilnadu,Thirunelveli,Alangulam MVKM Trust,A.NO.432,77.4839173,8.8695365,"No.85, Kamaraj Nagar, Alankulam - 627 851, Tirunelveli Dist.",Thirunelveli,A/N.R.Athithan,9944395675,9788128002,9486702567,athithanmanonmani43@gmail.com ,smartmurugan71@gmail.com 
Asia,India,Tamilnadu,Dindigul,Nilakkottai MVKM Trust,A.NO.433,77.8677011,10.2112577,"PLOT NO 14 , Arivuthirukovil Ananda Nagar, Nilakkottai 624 208.",Dindigul,A/N.K.M.Subramanian,9842130583,9842076775,-,tct.nilakottai12@gmail.com,
Asia,India,Tamilnadu,Coimbatore,Kinathukadavu MVKM Trust,A.NO.434,77.01913665,10.82156121,"C/o.A/N.K.Kannaiyan, No.120, Pollachi Main Road, Kinathukadavu 642 109,",Coimbatore,A/N.K.S.Gopal,9842281931,9600907337,-,,
Asia,India,Tamilnadu,Coimbatore,Mannur Ramanathapuram MVKM Trust,A.NO.435,77.00302178,10.72837027,"No.6/617, Ramanathapuram, Mannur Post 642 005, Pollachi Taluk, Coimbatore Dist.",Coimbatore,A/N.R.A.Sakthivel,9487575587,9976824345,-,,
Asia,India,Tamilnadu,Thoothukudi,Ettayapuram MVKM Trust,A.NO.436,77.9995589,9.1470884,"5/61A, Pound Street, Ettayapuram 628 902. Thoothukudi Dist.",Virudhunagar,A/N.soudararajan A/N.J.Anusuya,7708868427,9787951577,9787951577 9786900000,vvjk.epm@gmail.com,
Asia,India,Tamilnadu,Chennai,Saligramam MVKM Trust,A.NO.437,80.1855529,13.07373066,"No.85, 3rd Street, (S2, 2nd Floor), SBI Colony, Virugambakkam, Chennai 600 092.",Chennai,A/N.V.K.Subramanian,9962385093,9894073711,-,vksmanian27@gmail.com,
Asia,India,Tamilnadu,Karur,Velayuthampalayam MVKM Trust,A.NO.439,77.71725582,11.3410364,"63, Erode Salai, Velayuthampalayam Post, Karur Dist 639 117.",Erode,sivakumar,94435 51907,9944888604,-, jayeesiva@gmail.com,
Asia,India,Tamilnadu,Thanjavur,Thanjai Valanaadu MVKM Trust,A.NO.440,79.3760378,10.958899,"No.4, Natarajapuram North, State Bank Colony Road, Medical College Post, Thanjavur 613 004.",Kumbakonam,A/N.S.N. Kittappa,9965602273,9965602273,9487031370,thanjaivalanaadu2014@gmail.com,
Asia,India,Tamilnadu,Karur,Kulithalai MVKM Trust,A.NO.441,78.4227716,10.9335904,"No.25-H, Theppakulam Street, Kulithalai 639 104, Karur Dist.",Erode,A/N.R.Saravanakumar,9787722476,9843550791,-,lakshmiselva12@gmail.com,
Asia,India,Tamilnadu,Karur,Nedungoor MVKM Trust,A.NO.446 (Post only),78.0800915,10.95,"nedungoor grammam, Mel Nedungoor Post 639 111, Aravakuruchi tk,karur dt.",Erode,A/N.R.Nallasivam,"98,946,953,429,789,400,000",9786967925,-,parithi111@gmail.com,
Asia,India,Tamilnadu,Vellore ,Ambur Pallitheru MVKM Trust,A.NO.447,78.7166084,12.7903613,"T.O.C., Naiduhall Complex, Pallitheru Village, Umarapath Post 635 808, Ambur T.K., Vellore Dist.",Thiruvannamalai,A/N.G.Venugopal,9629519073,9629519079,-,dhanusu24@gamil.com,
Asia,India,Tamilnadu,Viluppuram,Villupuram Salamedu NGGO Colony MVKM Trust,A.NO.450,76.98887911,10.9802672,"No.80, Imayam Veedhi, N.G.G.O. Colony, Salamedu, Villupuram 605 602.",Viluppuram,A/N.P.Natarajan,9597814495,9486389510,-,vpmsalamedu.450@gmail.com,
Asia,India,Tamilnadu,Trichy,Tiruchirappalli Ponmalaipatti MVKM Trust,A.NO.451,78.7180027,10.7708054,"No.50, Udayar Main Road, Ponnmalaipatti, Tiruchi 620 004.",Trichy,"A/N.R.Sekar, Divia",9443840246,9787851578,7200933042,ponmalaipatti.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Trichy,Tiruchirappalli Rockcity MVKM Trust,A.NO.453,78.64705735,10.8083793,"No.86, Chinna Chetty Street, Vazhga Valamudan Illam, Trichy 620 008.",Trichy,A/N.V.Sureshkumar,9443591010,9788038395,9442868323,rockcity.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Dindigul,"Chinnalapatti MVKM Trust,",A.NO.454,77.9228416,10.2890442,"V.P.N. Street, Keelakotai, Chinnalapatti 624 301.",Dindigul,APR.B.Indirabarani,9894051699,9994571028,-,tct.chinnalapatti13@gmail.com,
Asia,India,Tamilnadu,Theni,Chinnamanur MVKM Trust,A.NO.455,77.38808355,9.856000288,"Radha krishna rice mill street ,Building society Chinnamanur 625 515, Theni District,.",Dindigul,APR. Selvakumar,9444600850,9688185652,-,tct.chinnamanur15@gmail.com,
Asia,India,Tamilnadu,Chennai,ICF MVKM Trust,A.NO.457,80.2190478,13.0983999,"R-31, 12th Street, Anna Nagar, Chennai - 600 040. ",Thiruvallur,A/N. K. SAMPATH KUMAR,9176629956,9150546681,9566002804,icfmvkmt@gmail.com, radhasampath1979@gmail.com
Asia,India,Tamilnadu,Trichy,Tiruchirappalli K.K.Nagar MVKM Trust,A.NO.458,78.67679851,10.76399245,"No.6, Cholan Salai, Iyyappa Nagar, Tiruchi 620 021.",Trichy,A/N.R.Subramanian,9942185516,9042055523,-,kknagar.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Dharmapuri,Dharmapuri South MVKM Trust,A.NO.459,78.1528497,12.1153472,"5-B, 4th Street, Bharathipuram, Dharmapuri 636 705.",Hosur,A/N.M.Kalaiselvi,9994541911,9150324760,-,sa.a459@vethathiri.ac.in,
Asia,India,Tamilnadu,Vellore ,Rasimalai MVKM Trust,A.NO.461,79.1336413,12.9115027,"No.98, Avalkara Street, Kosappettai, Vellore 632 001.",Thiruvannamalai,A/N.R.Srinivasan,9894421254,9443210152,-,srinivasan.vedha@gmail.com,
Asia,India,Tamilnadu,Puthukottai,Pudukottai Subramaniyapuram MVKM Trust,A.NO.462,78.82622211,10.39810636,"No.19, Subramaniyapuram, NGO Colony Extn., Pudukkottai 622 005.",Trichy,"A/N Srider, Gunasilan",9842549663,8608192996,-,pdksspuram.skyyoga@vethathiri.ac.in,
Asia,India,Tamilnadu,Thirunelveli,Nellai City MVKM Trust,A.NO.464,77.71840035,8.730529446,"5/2B, Parachiamman Koil Street, Vannarpettai, Tirunelveli 627 003.",Thirunelveli,A/N.T.Powl Raj,9842132137,9244558066,9843520616,nellaicitymvkmtrust@gmail.com ,iamsureshksk@gmail.com 
Asia,India,Tamilnadu,Thiruvannamalai,Kalasapakkam MVKM Trust,A.NO.466,79.11022003,12.43751264,"Chinna Street, South Pallipattu Village & Post, Kalasapakkam 606 751.",Thiruvannamalai,A/N.C.Ramamurthy ,9442804908,8056620762,-,ssivanesan1973@gmail.com,
